codigo_articulo,grupo,subgrupo,descripcion,unidad_medida
0106013,01,06,"TUBING, ACERO INOXIDABLE, DIAMETRO 3/8"", ESPESOR -, -",MT
0106014,01,06,"TUBING, ACERO INOXIDABLE, DIAMETRO 1/2"", ESPESOR -, ACERO INOXIDABLE",MT
0107001,01,07,"TUBO DE CPVC, DIAMETRO 1"", CEDULA 40, ASTM F441/F441M, LONGITUD DE 3 MTS.",MT
0107002,01,07,"TUBO DE CPVC, DIAMETRO 1/2”, CEDULA SCH 40, PVC RÍGIDO",MT
0107003,01,07,"TUBO DE CPVC, DIAMETRO 2"", CEDULA SCH 40, PVC RÍGIDO",MT
0107004,01,07,"TUBO DE CPVC, DIAMETRO 3"", CEDULA 80, ASTM F441",MT
0108001,01,08,"TUBO DE PEAD, DIAMETRO 12"", RD 9, SERVICIO CONTRA INCENDIO, APROBACION FM",MT
0108002,01,08,"TUBO DE PEAD, DIAMETRO 10"", RD 9, SERVICIO CONTRA INCENDIO, APROBACION FM",MT
0108003,01,08,"TUBO DE PEAD, DIAMETRO 8"", RD 9, SERVICIO CONTRA INCENDIO, APROBACION FM",MT
0108004,01,08,"TUBO DE PEAD, DIAMETRO 4"", RD 9, SERVICIO CONTRA INCENDIO, APROBACION FM",MT
0108005,01,08,"TUBO DE PEAD, DIAMETRO 8"", RD 7.95, PEAD CORRUGADO",MT
0108006,01,08,"TUBO DE PEAD, DIAMETRO 8"", RD 7.95, COPLE UNION PEAD CORRUGADO, INCLUYE: 2 LIGAS PARA UNIR LOS TRAMOS",MT
0201001,02,01,"CODO, DE, CODO, SOLDABLE DE 90°, DE, ACERO AL CARBON, DIAMETRO 3"", CEDULA 40, ASTM A234 Gr. WPB, EXTREMOS BISELADOS, ISO 15156-2 / NACE MR0175",PC
0201002,02,01,"CODO, SOLDABLE DE 90°, DE, ACERO AL CARBON, DIAMETRO 1 1/2"", CEDULA 40, ASTM A234 Gr. WPB, EXTREMOS BISELADOS, ISO 15156-2 / NACE MR0175, ASME B16.9",PC
0201003,02,01,"CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 1/2"", CEDULA 80, ACERO AL CARBÓN, EXTREMOS ROSCADO, CLASE 3000#",PC
0201004,02,01,"CODO, DE 90°, DE, ACERO AL CARBÓN, DIAMETRO DE 2"", CEDULA 1000, ASTM A-105 ASME B16.11, EXTREMOS ROSCABLES",PC
0201005,02,01,"CODO, DE, CODO, DE, CODO, DE, CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 4"", CEDULA 40, ASTM A-234 Gr. WPB ASME B16.9, EXTREMOS BISELADO",PC
0201006,02,01,"CODO, DE, CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 3"", CEDULA STD, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201007,02,01,"CODO, DE, CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 3"", CEDULA STD, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201008,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 4"", CEDULA STD, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201009,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 4"", CEDULA STD, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201010,02,01,"CODO, DE, CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 4"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201011,02,01,"CODO, DE, CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201012,02,01,"CODO, DE, CODO, 45°, R.L., DE, ACERO AL CARBON, DIAMETRO 8"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201013,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 8"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201014,02,01,"CODO, DE, CODO, DE, CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 8"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201015,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 10"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, CLASE ISO 15156-2, ASME B16.9",PC
0201016,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 12"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201017,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 12"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201018,02,01,"CODO, DE, CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 16"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201019,02,01,"CODO, DE, CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 16"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201020,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 16"", CEDULA STD, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201021,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 16"", CEDULA STD, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201022,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 20"", ESPESOR 0.938"", ASTM A234 GR. WPB, C/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201023,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 20"", ESPESOR 0.938"", ASTM A234 GR. WPB, C/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201024,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 30"", ESPESOR 1.375"", ASTM A234 GR. WPB, C/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201025,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 30"", ESPESOR 1.375"", ASTM A234 GR. WPB, C/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201026,02,01,"CODO, SOLDABLE 90°, DE, ACERO AL CARBON, DIAMETRO 3"", CEDULA 80, ASTM A-234 GR. WPB, ASME B16.9, EXTREMOS ROSCABLES",PC
0201027,02,01,"CODO, SOLDABLE 45°, DE, ACERO AL CARBON, DIAMETRO 3"", CEDULA 80, ASTM A-234 GR. WPB ASME B16.9, EXTREMOS ROSCABLES",PC
0201028,02,01,"CODO, CODO TERMINAL MACHO 90°, DE, T-316/316L, DIAMETRO 1/2"", CEDULA N/A, ACERO INOXIDABLE, EXTREMOS 1/2"" OD X 1/2"" NTP, ASTM A-182 , ASTM A- 479 , ASTM A276 , EN CUMPLIMIENTO CON NACE MR-0175, CON SISTEMA DE COMPRESIION DOBLE FERULA TIPO REUSABLE",PC
0201029,02,01,"CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 3/4"", CEDULA 80, ASTM A105, FORJADO, EXTREMOS ROSCADOS, CLASE 3000#, ASME B16.11",PC
0201030,02,01,"CODO, 90, DE, ACERO AL CARBÓN, DIAMETRO 4"", CEDULA 80, A234, SOLDABLE",PC
0201031,02,01,"CODO, DE, CODO, DE, CODO, 90"", DE, ACERO AL CARBON, DIAMETRO 1"", ASTM A105, EXTREMOS CAJA PARA SOLDAR, CLASE 3000#, ISO 15156-2, ASME B16.11",PC
0201032,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 1"", ASTM A105, EXTREMOS CAJA PARA SOLDAR, CLASE 3000#, ISO 15156-2, ASME B16.11",PC
0201033,02,01,"CODO, DE, CODO, DE, CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 3"", CEDULA 80, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201034,02,01,"CODO, DE, CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 12"", CEDULA 40, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201035,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 20"", ESPESOR 0.875"", ASTM A860 GR. WPHY 65, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9/MSS SP-75",PC
0201036,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 20"", ESPESOR 0.875"", ASTM A860 GR. WPHY 65, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9/MSS SP-75",PC
0201037,02,01,"CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 20"", CEDULA STD, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201038,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 20"", CEDULA STD, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201039,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 24"", ESPESOR 0.938"", ASTM A860 GR. WPHY 65, C/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9/MSS SP-75",PC
0201040,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 30"", ESPESOR 1.125"", ASTM A860 GR. WPHY 65, C/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9/MSS SP-75",PC
0201041,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 30"", ESPESOR 1.125"", ASTM A860 GR. WPHY 65, C/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9/MSS SP-75, ISO 15156-2",PC
0201042,02,01,"CODO, DE, CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 40, ASTM A-234 Gr. WPB ASME B16.9",PC
0201043,02,01,"CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 2"", CEDULA 80, ASTM A-234 Gr. WPB ASME B16.9",PC
0201044,02,01,"CODO, DE, CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 40, ASTM A-234 Gr. WPB ASME B16.9",PC
0201045,02,01,"CODO, DE, CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 2""Ø, ASTM A-234 Gr. WPB ASME B16.9, EXTREMOS ROSCADOS, CLASE 3000# LBDS, NACE MR0175, SIN COSTURA",PC
0201046,02,01,"CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 1""Ø, ASTM A-234 Gr. WPB ASME B16.9, EXTREMOS ROSCADOS, CLASE 3000# LBDS, NACE MR0175, SIN COSTURA",PC
0201047,02,01,"CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 2"", CEDULA 80, ASTM A-234 Gr. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201048,02,01,"CODO, 90° INSERTO SOLDABLE (S.W.), DE, ACERO AL CARBON, DIAMETRO 1"", ASTM A-105, CLASE 3000#, ASME B16.11",PC
0201049,02,01,"CODO, DE, CODO, DE, CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 2"", ASTM A105, EXTREMOS CAJA PARA SOLDAR, CLASE 3000#, ISO 15156-2, ASME B16.11",PC
0201050,02,01,"CODO, DE, CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 2"", CEDULA 80, ASTM A105, EXTREMOS CAJA PARA SOLDAR, CLASE 3000#, ISO 15156-2, ASME B16.11",PC
0201051,02,01,"CODO, 45°, DE, ACERO AL  CARBON, DIAMETRO 10"", CEDULA 40, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201052,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 24"", CEDULA 40, ASTM A234 GR. WPB, SIN COSTURA, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201053,02,01,"CODO, DE, CODO, CODO, 90°, DE, ACERO AL CARBONO, DIAMETRO 6"", CEDULA 40, ASTM A234 GR. WPB, SIN COSTURA, EXTREMOS BISELADOS, ASME B16.9",PC
0201054,02,01,"CODO, DE, CODO, 90°, RL, DE, ACERO AL CARBONO, DIAMETRO 10"", CEDULA 40, ASTM A234 GR. WPB, SIN COSTURA, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201055,02,01,"CODO, 90°, RL, DE, ACERO AL CARBONO, DIAMETRO 24"", CEDULA 40, ASTM A234 GR. WPB, SIN COSTURA, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201056,02,01,"CODO, 45°, RL, DE, ACERO AL CARBON, DIAMETRO 8, CEDULA 40, ASTM A-234, EXTREMOS BISELADOS, NACE MR0175",PC
0201057,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 8"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ASME B16.9",PC
0201058,02,01,"CODO, DE, CODO, 45°, R.L., DE, ACERO AL CARBON, DIAMETRO 8"", CEDULA 40, ASTM A234 GR. WPB, EXTREMOS BISELADOS",PC
0201059,02,01,"CODO, DE, CODO, 90°, R. L., DE, ACERO AL CARBON, DIAMETRO 2"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS ROSCADOS, CLASE 3000, NACE MR0175, ASME B16.11",PC
0201060,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 1"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS ROSCADOS, CLASE 3000, NACE MR0175, ASME B16.11",PC
0201061,02,01,"CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 3"", CEDULA 160, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201062,02,01,"CODO, 90°, DE, ACERO AL CARBÓN, DIAMETRO 3"", CEDULA STD, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201063,02,01,"CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 3"", CEDULA 80, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201064,02,01,"CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 3"", CEDULA STD, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201065,02,01,"CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 4"", CEDULA XS, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201066,02,01,"CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 4"", CEDULA STD, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201067,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 16"", CEDULA 80, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201068,02,01,"CODO, 90°, DE, ACERO AL CARBÓN, DIAMETRO 10"", CEDULA 80, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201069,02,01,"CODO, 90°, DE, ACERO AL CARBÓN, DIAMETRO 12"", CEDULA 80, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201070,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 2"", ASTM A-105, EXTREMOS ROSCADOS, CLASE 3000, NACE MR0175, ASME B16.11",PC
0201071,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 1"", ASTM A-105, EXTREMOS ROSCADOS, CLASE 3000, NACE MR0175, ASME B16.11",PC
0201073,02,01,"CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 1""Ø, ASTM A-105, EXTREMOS ROSCADOS, CLASE 3000# LBDS, NACE MR0175, ASME B16.9, SIN COSTURA",PC
0201074,02,01,"CODO, DE, CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 1""Ø, ASTM A-105, EXTREMOS ROSCADOS, CLASE 3000# LBDS, NACE MR0175, ASME B16.9, SIN COSTURA",PC
0201075,02,01,"CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 3"", CEDULA 80, ASTM A-234 GR. WPB, EXTREMOS BISELADOS, ASME B16.9",PC
0201076,02,01,"CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 1"", ASTM A-105, EXTREMOS ROSCADOS, CLASE 2000#, NACE MR0175, ASME B16.9",PC
0201077,02,01,"CODO, DE, CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 12"", CEDULA STD, ASTM A-234 GR. WPB, EXTREMOS BISELADOS, CLASE ASME B16.9, NACE MR0175 / ISO 15156, ASME B31.3",PC
0201078,02,01,"CODO, 90°, RL, DE, ACERO AL CARBÓN, DIAMETRO 20"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201079,02,01,"CODO, 90°, RL, DE, ACERO AL CARBÓN, DIAMETRO 16"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201080,02,01,"CODO, DE, CODO, 90°, RL, DE, ACERO AL CARBÓN, DIAMETRO 6"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201081,02,01,"CODO, 90°, RL, DE, ACERO AL CARBÓN, DIAMETRO 4"", CEDULA 40"", ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201082,02,01,"CODO, DE, CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 4"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201083,02,01,"CODO, DE, CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 6"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201084,02,01,"CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 16"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201085,02,01,"CODO, 45°, R.L, DE, ACERO AL CARBON, DIAMETRO 8"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, NACE MR0175, ASME B16.9",PC
0201086,02,01,"CODO, 90°, R.L, DE, ACERO AL CARBON, DIAMETRO 8"", CEDULA 40, ASTM A234 GR. WPB, EXTREMOS BISELADOS, S/C, NACE MR0175, ASME B16.9",PC
0201087,02,01,"CODO, 90°, R.L, DE, ACERO AL CARBON, DIAMETRO 20"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, NACE MR0175, ASME B16.9",PC
0201088,02,01,"CODO, 90°, R.L, DE, ACERO AL CARBON, DIAMETRO 16"", CEDULA 40, ASTM A234 GR. WP, S/C, EXTREMOS BISELADOS, NACE MR0175, ASME B16.9",PC
0201089,02,01,"CODO, 90°, R.L, DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 40, ASTM A234 GR. WP, S/C, EXTREMOS BISELADOS, NACE MR0175, ASME B16.9",PC
0201090,02,01,"CODO, DE, CODO, 45°, R.L, DE, ACERO AL CARBONO, DIAMETRO 12"", CEDULA 80, ASTM A-234 Gr. WPB, S/C, EXTREMOS BISELADOS, NACE MR0175, ASME B16.9",PC
0201091,02,01,"CODO, DE, CODO, DE, CODO, 90°, R.L, DE, ACERO AL CARBON, DIAMETRO 2"", CEDULA 80, ASTM A-234 Gr. WPB, S/C, EXTREMOS BISELADOS, NACE MR0175, ASME B16.9",PC
0201092,02,01,"CODO, DE, CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 1"", ASTM A-105, S/C, EXTREMOS CAJA SOLDABLE, CLASE #3000, NACE MR0175, ASME B16.11",PC
0201093,02,01,"CODO, 45°, RL, DE, ACERO AL CARBON, DIAMETRO 12"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, NACE MR0175, ASME B16.9",PC
0201094,02,01,"CODO, DE, CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 12"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156, ASME B16.9",PC
0201095,02,01,"CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 16"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156, ASME B16.9",PC
0201096,02,01,"CODO, DE, CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 4"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156, ASME B16.9",PC
0201097,02,01,"CODO, DE, CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156, ASME B16.9",PC
0201098,02,01,"CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 8"", CEDULA 40, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156, ASME B16.9",PC
0201099,02,01,"CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 10"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156, ASME B16.9",PC
0201100,02,01,"CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 4"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156, ASME B16.9",PC
0201101,02,01,"CODO, DE, CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156, ASME B16.9",PC
0201102,02,01,"CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 2"", ASTM A105, EXTREMOS CAJA SOLDAR X CAJA SOLDAR, CLASE #3000, ISO 15156, ASME B16.11",PC
0201103,02,01,"CODO, DE, CODO, 90°, DE, ACERO AL CARBÓN, DIAMETRO 2"", ASTM A105, EXTREMOS CAJA PARA SOLDAR, CLASE 6000#, ISO 15156-2, ASME B16.11",PC
0201104,02,01,"CODO, 90°, RL, DE, ACERO AL CARBÓN, DIAMETRO 8, CEDULA STD, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201105,02,01,"CODO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 8"", CEDULA STD, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201106,02,01,"CODO, 90°, DE, ACERO INOXIDABLE, DIAMETRO 1/2"", ASTM A182 F304 / AISI 304, EXTREMOS ROSCADO, CLASE 150 LB, ASME B16.11 / ASME B1.20.1",PC
0201107,02,01,"CODO, DE, CODO, 45°, R.L, DE, ACERO AL CARBON, DIAMETRO 4"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201108,02,01,"CODO, 45°, R.L, DE, ACERO AL CARBON, DIAMETRO 16"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201109,02,01,"CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 3/4"", ASTM A105, S/C, EXTREMOS CAJA SOLDAR, CLASE #6000, ISO 15156, ASME B16.11",PC
0201110,02,01,"CODO, 45°, R.L, DE, ACERO AL CARBON, DIAMETRO 4"", CEDULA 80, ASTM A-234 Gr. WPB, S/C, EXTREMOS BISELADOS, NACE MR0175, ASME B16.9",PC
0201111,02,01,"CODO, ROSCADO, 90°, DE, ACERO AL CARBÓN, DIAMETRO 1/2"", CEDULA 40, ASTM A-105, CLASE 3000#",PC
0201112,02,01,"CODO, ROSCADO, 45°, DE, ACERO AL CARBÓN, DIAMETRO 1/2"", CEDULA 40, ASTM A-105, CLASE 3000#",PC
0201113,02,01,"CODO, SOLDABLE 90°, R.L, DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201114,02,01,"CODO, SOLDABLE 45°, R.L, DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201115,02,01,"CODO, 90°, R.L, DE, ACERO AL CARBON, DIAMETRO 2"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201116,02,01,"CODO, SOLDABLE  45°, R.L, DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 40, ASTM A234 GR.WP, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201117,02,01,"CODO, LBY, DE, DIAMETRO 1/2, ALUMINIO LIBRE DE COBRE, CLASE I, DIV 1 Y 2, NEMA 7, UL1203, ASME B1.20.1, MODELO S7-LBY050",PC
0201118,02,01,"CODO, DE, CODO, 45°, RL, DE, ACERO AL CARBON, DIAMETRO 2"", CEDULA 80, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ISO 15156/NACE MR 0175, ASME B16.9",PC
0201119,02,01,"CODO, 90°, R.L., DE, ACERO AL CARBON, DIAMETRO 20"", CEDULA 80, ASTM A234 GR. WPB, EXTREMOS BISELADOS, ISO 15156/NACE MR 0175, ASME B16.9",PC
0201120,02,01,"CODO, 90°, RL, DE, ACERO AL CARBON, DIAMETRO 2"", CEDULA 160, ASTM A234 GR. WCB, EXTREMOS BISELADOS, ISO 15156/NACE MR 0175, ASME B16.9",PC
0201121,02,01,"CODO, 45°, DE, ACERO AL CARBON, DIAMETRO 10"", CEDULA 80, ASTM A234 GR. WCB, EXTREMOS BISELADOS, ISO 15156/NACE MR 0175, ASME B16.9",PC
0201122,02,01,"CODO, 90°, DE, ACERO AL CARBON, DIAMETRO 2"", CEDULA 80, ASTM A-234 Gr.WPB, EXTREMOS BISELADOS, NACE MR0175, ASME B16.9",PC
0201123,02,01,"CODO, CONECTOR, 90°, DE, ACERO INOXIDABLE, DIAMETRO 1/4"" NPTM X 1/2"" OD, ASTM A182 / ASTM A27",PC
0201124,02,01,"CODO, 90°, R.L, DE, ACERO AL CARBON, DIAMETRO 16"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201125,02,01,"CODO, 45°, R.L, DE, ACERO AL CARBON, DIAMETRO 6"", ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
0201126,02,01,"CODO, 45°, R.L, DE, ACERO AL CARBON, DIAMETRO 6"", CEDULA 80, ASTM A234 GR. WPB, S/C, EXTREMOS BISELADOS, ISO 15156-2, ASME B16.9",PC
